id,date,user,pc,activity,activity_binary,hour,dayofweek,narrative,predicted_label,risk_level
{B2R9-Q7ZC02OT-2202RQNY},2010-01-05 17:55:00,NCK0295,PC-4895,logoff,0,17,1,"Logoff activity from NCK0295 on PC-4895 at January 05, 2010 at 05:55 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{H0B9-O9YX98SE-4352NKIG},2010-01-04 09:04:00,EGK0893,PC-8318,logon,1,9,0,"Logon activity from EGK0893 on PC-8318 at January 04, 2010 at 09:04 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 9.",uncertain,MEDIUM
{O9Q6-W0OC51DE-8221JNRJ},2010-01-04 16:56:00,CQH0701,PC-8164,logoff,0,16,0,"Logoff activity from CQH0701 on PC-8164 at January 04, 2010 at 04:56 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 16.",uncertain,MEDIUM
{K0X1-X0WT38GE-7147PSQH},2010-01-03 20:30:00,HDD0806,PC-6032,logoff,0,20,6,"Logoff activity from HDD0806 on PC-6032 at January 03, 2010 at 08:30 PM. Authentication: 0 (Unverified). Temporal Context: Saturday Day (Weekend). Behavioral Marker: Hour 20.",normal,MEDIUM
{R2Q8-N2EM95EL-6983VGJM},2010-01-02 12:59:38,BDI0533,PC-5883,logon,1,12,5,"Logon activity from BDI0533 on PC-5883 at January 02, 2010 at 12:59 PM. Authentication: 1 (Verified). Temporal Context: Friday Day (Weekend). Behavioral Marker: Hour 12.",uncertain,HIGH
{I1B7-B6RE70AG-3126DGRF},2010-01-05 09:09:00,ESR0693,PC-8863,logon,1,9,1,"Logon activity from ESR0693 on PC-8863 at January 05, 2010 at 09:09 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 9.",uncertain,MEDIUM
{P0S2-E1SJ39FW-6629RPBB},2010-01-04 08:17:00,MVF0594,PC-9643,logon,1,8,0,"Logon activity from MVF0594 on PC-9643 at January 04, 2010 at 08:17 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 8.",uncertain,MEDIUM
{Q7U8-M1NS60KF-0710RSET},2010-01-04 07:02:00,ECL0930,PC-8127,logon,1,7,0,"Logon activity from ECL0930 on PC-8127 at January 04, 2010 at 07:02 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{D1M6-L4VC51GR-1106EZWZ},2010-01-04 07:32:00,RNP0211,PC-1736,logon,1,7,0,"Logon activity from RNP0211 on PC-1736 at January 04, 2010 at 07:32 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{P5O7-T0IZ82VQ-3782VJEN},2010-01-04 09:07:08,KPR0497,PC-4124,logoff,0,9,0,"Logoff activity from KPR0497 on PC-4124 at January 04, 2010 at 09:07 AM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 9.",uncertain,MEDIUM
{H4W5-Y1BI88MC-2613RXIR},2010-01-05 17:59:00,ORB0473,PC-5388,logoff,0,17,1,"Logoff activity from ORB0473 on PC-5388 at January 05, 2010 at 05:59 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{S4G9-D8KY00NM-5778LZVL},2010-01-05 12:22:24,AHG0634,PC-4024,logon,1,12,1,"Logon activity from AHG0634 on PC-4024 at January 05, 2010 at 12:22 PM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 12.",uncertain,MEDIUM
{T0A7-J2EP13OD-9165NOTI},2010-01-04 18:29:00,BJM0111,PC-6866,logoff,0,18,0,"Logoff activity from BJM0111 on PC-6866 at January 04, 2010 at 06:29 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 18.",uncertain,MEDIUM
{O9S3-P1KH99HB-5806METY},2010-01-04 08:05:00,RRC0553,PC-6672,logon,1,8,0,"Logon activity from RRC0553 on PC-6672 at January 04, 2010 at 08:05 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{H8I3-Q9RU08SD-8149TAWH},2010-01-05 17:51:00,HDJ0446,PC-3378,logoff,0,17,1,"Logoff activity from HDJ0446 on PC-3378 at January 05, 2010 at 05:51 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{V6B6-Q2YH68UY-8156QYZQ},2010-01-05 07:16:00,DOL0332,PC-1109,logon,1,7,1,"Logon activity from DOL0332 on PC-1109 at January 05, 2010 at 07:16 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 7.",normal,LOW
{U4L8-E0WU45LO-6188JMDC},2010-01-05 17:13:00,ATF0274,PC-3459,logoff,0,17,1,"Logoff activity from ATF0274 on PC-3459 at January 05, 2010 at 05:13 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{I5C2-Q3SY82LQ-2917ZWGJ},2010-01-05 15:45:00,LHL0309,PC-5289,logoff,0,15,1,"Logoff activity from LHL0309 on PC-5289 at January 05, 2010 at 03:45 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 15.",uncertain,MEDIUM
{V1Q1-A8XE73SV-2775WZDO},2010-01-05 08:08:00,JAV0361,PC-0253,logon,1,8,1,"Logon activity from JAV0361 on PC-0253 at January 05, 2010 at 08:08 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{S3U7-N8TX58XY-0994KHRL},2010-01-04 15:43:00,LBF0214,PC-3819,logoff,0,15,0,"Logoff activity from LBF0214 on PC-3819 at January 04, 2010 at 03:43 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 15.",uncertain,MEDIUM
{A7J5-H2SH10HY-4772DNUD},2010-01-04 16:16:00,SNS0129,PC-5920,logoff,0,16,0,"Logoff activity from SNS0129 on PC-5920 at January 04, 2010 at 04:16 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 16.",uncertain,MEDIUM
{Y1Q6-H7US53KW-9992FRAT},2010-01-04 08:51:00,YJF0532,PC-9549,logon,1,8,0,"Logon activity from YJF0532 on PC-9549 at January 04, 2010 at 08:51 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 8.",uncertain,MEDIUM
{X7Q5-V1MA09JH-3435CVMK},2010-01-05 16:20:00,ELT0769,PC-6632,logoff,0,16,1,"Logoff activity from ELT0769 on PC-6632 at January 05, 2010 at 04:20 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 16.",uncertain,MEDIUM
{M9O9-X6CG54KQ-7131NPMG},2010-01-04 17:32:00,CIG0052,PC-7903,logoff,0,17,0,"Logoff activity from CIG0052 on PC-7903 at January 04, 2010 at 05:32 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{L2W3-G6OD78AT-1654ANVT},2010-01-04 21:19:00,LAF0991,PC-4973,logoff,0,21,0,"Logoff activity from LAF0991 on PC-4973 at January 04, 2010 at 09:19 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 21.",uncertain,MEDIUM
{U6A6-S8AH68SJ-4957ZFSO},2010-01-05 08:16:00,TTD1000,PC-8758,logon,1,8,1,"Logon activity from TTD1000 on PC-8758 at January 05, 2010 at 08:16 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{J2Y5-S4IG84VQ-1116SZEM},2010-01-04 07:19:00,YDN0198,PC-5376,logon,1,7,0,"Logon activity from YDN0198 on PC-5376 at January 04, 2010 at 07:19 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{Z5O4-Q0YB54HR-4685IUZK},2010-01-05 13:57:00,MAH0149,PC-6756,logon,1,13,1,"Logon activity from MAH0149 on PC-6756 at January 05, 2010 at 01:57 PM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 13.",normal,LOW
{B0D7-D5MD36ZN-8104TMPE},2010-01-05 05:55:36,TVS0050,PC-2174,logoff,0,5,1,"Logoff activity from TVS0050 on PC-2174 at January 05, 2010 at 05:55 AM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 5.",uncertain,MEDIUM
{P8E4-Y7UA72BZ-6098QDRY},2010-01-04 07:00:00,DIW0118,PC-0174,logon,1,7,0,"Logon activity from DIW0118 on PC-0174 at January 04, 2010 at 07:00 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{J7G4-K9PP54WN-4353WDQM},2010-01-04 12:33:40,SJO0209,PC-3847,logoff,0,12,0,"Logoff activity from SJO0209 on PC-3847 at January 04, 2010 at 12:33 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 12.",uncertain,MEDIUM
{J6E9-H5YA48YV-9236TUOG},2010-01-05 09:01:00,BRB0355,PC-9896,logon,1,9,1,"Logon activity from BRB0355 on PC-9896 at January 05, 2010 at 09:01 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 9.",normal,LOW
{S8R7-V8JX60YR-4193GJTM},2010-01-04 16:37:00,CLB0774,PC-7029,logoff,0,16,0,"Logoff activity from CLB0774 on PC-7029 at January 04, 2010 at 04:37 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 16.",uncertain,MEDIUM
{G6A3-J9ES73SF-8214FJBP},2010-01-05 17:00:00,PDH0716,PC-0379,logoff,0,17,1,"Logoff activity from PDH0716 on PC-0379 at January 05, 2010 at 05:00 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{M2O6-O2EV08FP-9392ODPS},2010-01-04 05:55:04,JGT0221,PC-7702,logoff,0,5,0,"Logoff activity from JGT0221 on PC-7702 at January 04, 2010 at 05:55 AM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 5.",uncertain,MEDIUM
{P3B1-Y7MP71YL-5107VZEK},2010-01-04 18:12:00,KSH0569,PC-1395,logoff,0,18,0,"Logoff activity from KSH0569 on PC-1395 at January 04, 2010 at 06:12 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 18.",uncertain,MEDIUM
{E3G6-I4HU78YV-0121GPBJ},2010-01-04 17:29:04,FIR0920,PC-4124,logoff,0,17,0,"Logoff activity from FIR0920 on PC-4124 at January 04, 2010 at 05:29 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{M3Z6-G2KL63HB-6613DOES},2010-01-05 13:05:18,RHL0992,PC-9040,logon,1,13,1,"Logon activity from RHL0992 on PC-9040 at January 05, 2010 at 01:05 PM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 13.",uncertain,MEDIUM
{U4K6-D2GT90YL-0172WDEK},2010-01-04 14:58:10,JML0909,PC-0724,logon,1,14,0,"Logon activity from JML0909 on PC-0724 at January 04, 2010 at 02:58 PM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 14.",uncertain,MEDIUM
{C9P0-Z6LU90TU-2784QXAM},2010-01-04 08:13:00,KSP0357,PC-8331,logon,1,8,0,"Logon activity from KSP0357 on PC-8331 at January 04, 2010 at 08:13 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 8.",uncertain,MEDIUM
{J6D3-W6RQ34HH-5945CKTJ},2010-01-04 07:33:00,RAR0725,PC-4159,logon,1,7,0,"Logon activity from RAR0725 on PC-4159 at January 04, 2010 at 07:33 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{O4D3-S4OW85IA-0337YOZL},2010-01-04 07:18:00,NKH0979,PC-6643,logon,1,7,0,"Logon activity from NKH0979 on PC-6643 at January 04, 2010 at 07:18 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{O0V9-S0VU51KF-5051TQST},2010-01-05 17:06:00,HPH0075,PC-2417,logoff,0,17,1,"Logoff activity from HPH0075 on PC-2417 at January 05, 2010 at 05:06 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{C0T5-E0RO22FY-4935DMNO},2010-01-05 14:50:52,OLW0689,PC-1301,logon,1,14,1,"Logon activity from OLW0689 on PC-1301 at January 05, 2010 at 02:50 PM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 14.",uncertain,MEDIUM
{B5M9-G3EJ67UC-5509VSBF},2010-01-04 18:18:00,AKK0329,PC-2072,logoff,0,18,0,"Logoff activity from AKK0329 on PC-2072 at January 04, 2010 at 06:18 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 18.",uncertain,MEDIUM
{M0O2-B5UK16RN-1043TSYH},2010-01-04 08:17:00,IJR0825,PC-8560,logon,1,8,0,"Logon activity from IJR0825 on PC-8560 at January 04, 2010 at 08:17 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 8.",uncertain,MEDIUM
{M7E8-W9JY30EO-3008CPOL},2010-01-05 08:16:00,SMY0792,PC-5923,logon,1,8,1,"Logon activity from SMY0792 on PC-5923 at January 05, 2010 at 08:16 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{J4T0-G7TE62SJ-3470WJIT},2010-01-05 17:11:00,SBN0495,PC-9658,logoff,0,17,1,"Logoff activity from SBN0495 on PC-9658 at January 05, 2010 at 05:11 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{O4Z3-N3SP91LW-8110RWAW},2010-01-05 16:15:00,BLL0929,PC-7375,logoff,0,16,1,"Logoff activity from BLL0929 on PC-7375 at January 05, 2010 at 04:15 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 16.",uncertain,MEDIUM
{G0D8-T4LT39XP-1854DKZT},2010-01-04 08:57:00,NCK0295,PC-4895,logon,1,8,0,"Logon activity from NCK0295 on PC-4895 at January 04, 2010 at 08:57 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 8.",uncertain,MEDIUM
{L5Z6-G7TM52CC-5879IAIJ},2010-01-04 15:56:00,MCF0327,PC-2164,logoff,0,15,0,"Logoff activity from MCF0327 on PC-2164 at January 04, 2010 at 03:56 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 15.",uncertain,MEDIUM
{W1H9-K0ZE28QP-7494EAIL},2010-01-04 07:50:00,ANP0555,PC-6173,logon,1,7,0,"Logon activity from ANP0555 on PC-6173 at January 04, 2010 at 07:50 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{G9P4-L0YR98OD-8637SATB},2010-01-04 07:50:00,ASG0048,PC-0427,logon,1,7,0,"Logon activity from ASG0048 on PC-0427 at January 04, 2010 at 07:50 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",normal,LOW
{Q9G7-J7JW17EE-5237JTIG},2010-01-05 12:40:12,MLD0755,PC-6233,logon,1,12,1,"Logon activity from MLD0755 on PC-6233 at January 05, 2010 at 12:40 PM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 12.",uncertain,MEDIUM
{K3B4-H7KE84FD-4572RROI},2010-01-04 16:12:00,LBH0942,PC-3640,logoff,0,16,0,"Logoff activity from LBH0942 on PC-3640 at January 04, 2010 at 04:12 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 16.",uncertain,MEDIUM
{G9K1-G5EF94CQ-9385DPXK},2010-01-05 17:07:00,GCS0518,PC-2125,logoff,0,17,1,"Logoff activity from GCS0518 on PC-2125 at January 05, 2010 at 05:07 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{T2Y4-X8ME88XY-0629YFIA},2010-01-04 16:45:00,QSV0778,PC-5952,logoff,0,16,0,"Logoff activity from QSV0778 on PC-5952 at January 04, 2010 at 04:45 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 16.",uncertain,MEDIUM
{P4P9-M8HS16NO-1423MOTW},2010-01-05 07:48:00,JMH0543,PC-7345,logon,1,7,1,"Logon activity from JMH0543 on PC-7345 at January 05, 2010 at 07:48 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{R7A4-G6VG37FZ-8824BYXQ},2010-01-05 09:15:00,DAR0885,PC-1312,logon,1,9,1,"Logon activity from DAR0885 on PC-1312 at January 05, 2010 at 09:15 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 9.",normal,LOW
{S2B8-I4MF11LF-8187UDER},2010-01-05 17:59:00,FTM0406,PC-1786,logoff,0,17,1,"Logoff activity from FTM0406 on PC-1786 at January 05, 2010 at 05:59 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{M2E0-F4WF70OH-4683NYLM},2010-01-05 08:00:00,BTN0061,PC-3682,logon,1,8,1,"Logon activity from BTN0061 on PC-3682 at January 05, 2010 at 08:00 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{V3I2-L0HL98EG-8277PWZT},2010-01-04 12:11:57,SJO0209,PC-3847,logon,1,12,0,"Logon activity from SJO0209 on PC-3847 at January 04, 2010 at 12:11 PM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 12.",uncertain,MEDIUM
{U4Q8-R7GO46BF-1575NZJE},2010-01-04 09:14:00,TLH0648,PC-1005,logon,1,9,0,"Logon activity from TLH0648 on PC-1005 at January 04, 2010 at 09:14 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 9.",uncertain,MEDIUM
{G6Q2-A1IM00VD-2150OSIB},2010-01-05 14:32:16,FEB0306,PC-7757,logon,1,14,1,"Logon activity from FEB0306 on PC-7757 at January 05, 2010 at 02:32 PM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 14.",normal,LOW
{K9E9-L7CQ81SU-9115PKGE},2010-01-05 16:55:00,MJM0510,PC-6612,logoff,0,16,1,"Logoff activity from MJM0510 on PC-6612 at January 05, 2010 at 04:55 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 16.",uncertain,MEDIUM
{X7Q8-N6QT71PY-3031NAWU},2010-01-02 15:47:00,JCR0172,PC-6713,logoff,0,15,5,"Logoff activity from JCR0172 on PC-6713 at January 02, 2010 at 03:47 PM. Authentication: 0 (Unverified). Temporal Context: Friday Day (Weekend). Behavioral Marker: Hour 15.",uncertain,HIGH
{E6N1-C5JY59EE-0547IZML},2010-01-04 07:55:00,ALD0544,PC-7552,logon,1,7,0,"Logon activity from ALD0544 on PC-7552 at January 04, 2010 at 07:55 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{Y1F2-H4CU91GW-4979MPBH},2010-01-04 18:04:00,CLS0296,PC-7973,logoff,0,18,0,"Logoff activity from CLS0296 on PC-7973 at January 04, 2010 at 06:04 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 18.",uncertain,MEDIUM
{P8J8-N0SM22CA-4356ABQB},2010-01-02 07:46:00,RRC0553,PC-6672,logon,1,7,5,"Logon activity from RRC0553 on PC-6672 at January 02, 2010 at 07:46 AM. Authentication: 1 (Verified). Temporal Context: Friday Day (Weekend). Behavioral Marker: Hour 7.",uncertain,HIGH
{M3N1-U0EL25LT-9153HTRU},2010-01-05 08:02:00,DGF0443,PC-1514,logon,1,8,1,"Logon activity from DGF0443 on PC-1514 at January 05, 2010 at 08:02 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{D3H2-Y5UX80YI-3624MQBI},2010-01-04 21:26:00,ZSB0649,PC-5343,logoff,0,21,0,"Logoff activity from ZSB0649 on PC-5343 at January 04, 2010 at 09:26 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 21.",uncertain,MEDIUM
{B0D0-F5NI69MN-5440IJGS},2010-01-05 16:33:00,CTR0697,PC-1282,logoff,0,16,1,"Logoff activity from CTR0697 on PC-1282 at January 05, 2010 at 04:33 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 16.",uncertain,MEDIUM
{R1I2-I0UA47OS-0546PZBU},2010-01-04 12:36:14,RAB0589,PC-4124,logoff,0,12,0,"Logoff activity from RAB0589 on PC-4124 at January 04, 2010 at 12:36 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 12.",uncertain,MEDIUM
{D3I0-X8PF90KW-6596HSJQ},2010-01-05 07:26:00,GNS0178,PC-6846,logon,1,7,1,"Logon activity from GNS0178 on PC-6846 at January 05, 2010 at 07:26 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 7.",normal,LOW
{D2N5-N3CX79MQ-3566AYQS},2010-01-05 07:41:00,ACC0042,PC-0908,logon,1,7,1,"Logon activity from ACC0042 on PC-0908 at January 05, 2010 at 07:41 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{Q4H3-M5GN73OG-4303BPXI},2010-01-04 08:00:00,MAD0753,PC-5338,logon,1,8,0,"Logon activity from MAD0753 on PC-5338 at January 04, 2010 at 08:00 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 8.",uncertain,MEDIUM
{C9V2-T9IA83BE-7983SZGX},2010-01-04 15:04:38,MJM0510,PC-3847,logoff,0,15,0,"Logoff activity from MJM0510 on PC-3847 at January 04, 2010 at 03:04 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 15.",uncertain,MEDIUM
{X5B2-L4XS14FF-4594ZZZC},2010-01-05 07:46:00,CLH0703,PC-8632,logon,1,7,1,"Logon activity from CLH0703 on PC-8632 at January 05, 2010 at 07:46 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 7.",normal,LOW
{U8H6-H7TW47CB-7786XOXS},2010-01-05 15:37:00,IMG0320,PC-0422,logoff,0,15,1,"Logoff activity from IMG0320 on PC-0422 at January 05, 2010 at 03:37 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 15.",uncertain,MEDIUM
{J9Y0-L6KK63XV-1501GNAL},2010-01-05 17:15:00,AMH0794,PC-2574,logoff,0,17,1,"Logoff activity from AMH0794 on PC-2574 at January 05, 2010 at 05:15 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{M7R8-V3IJ40YL-6183CFGL},2010-01-04 08:18:00,NMF0780,PC-2343,logon,1,8,0,"Logon activity from NMF0780 on PC-2343 at January 04, 2010 at 08:18 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 8.",uncertain,MEDIUM
{V9D8-U4AO24HL-7694TLRR},2010-01-05 13:04:14,DFH0188,PC-0205,logon,1,13,1,"Logon activity from DFH0188 on PC-0205 at January 05, 2010 at 01:04 PM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 13.",uncertain,MEDIUM
{T0K4-C2DJ46NG-3257AJEH},2010-01-04 23:00:28,MNS0224,PC-8508,logon,1,23,0,"Logon activity from MNS0224 on PC-8508 at January 04, 2010 at 11:00 PM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 23.",uncertain,MEDIUM
{S0D8-D0PA39WM-2876SHCK},2010-01-04 07:56:00,DPM0423,PC-2567,logon,1,7,0,"Logon activity from DPM0423 on PC-2567 at January 04, 2010 at 07:56 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{P7Y1-Q3MI97WK-1011UART},2010-01-05 17:56:00,HRW0550,PC-3738,logoff,0,17,1,"Logoff activity from HRW0550 on PC-3738 at January 05, 2010 at 05:56 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{S1X2-C4UT25KW-1972CFBM},2010-01-05 08:30:00,UAD0771,PC-2499,logon,1,8,1,"Logon activity from UAD0771 on PC-2499 at January 05, 2010 at 08:30 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{J8L0-F0CK81OH-7676JIOR},2010-01-05 16:37:00,SLP0762,PC-3922,logoff,0,16,1,"Logoff activity from SLP0762 on PC-3922 at January 05, 2010 at 04:37 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 16.",uncertain,MEDIUM
{G0J3-B0AX84HQ-2352KYII},2010-01-05 08:15:00,CWR0502,PC-3737,logon,1,8,1,"Logon activity from CWR0502 on PC-3737 at January 05, 2010 at 08:15 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{Y6X9-Y4TU19FH-7620GZOG},2010-01-05 15:45:00,ARL0034,PC-9080,logoff,0,15,1,"Logoff activity from ARL0034 on PC-9080 at January 05, 2010 at 03:45 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 15.",uncertain,MEDIUM
{F0V0-K1TL24VK-0508OXJH},2010-01-04 07:18:00,CFW0264,PC-4711,logon,1,7,0,"Logon activity from CFW0264 on PC-4711 at January 04, 2010 at 07:18 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
