id,date,user,pc,activity,hour,dayofweek,activity_binary,text,predicted_label,risk_level
{H4Z1-Z8OH14GY-1744WUCS},2010-01-05 14:21:49,JHP0583,PC-9083,Connect,14,1,1,"Device activity from JHP0583 on PC-9083 at January 05, 2010 at 02:21 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 14.",uncertain,MEDIUM
{R5T5-A1CU67ZI-8401CDTT},2010-01-06 16:55:32,QRM0739,PC-7343,Disconnect,16,2,0,"Device activity from QRM0739 on PC-7343 at January 06, 2010 at 04:55 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 16.",uncertain,LOW
{N4I0-L6GM75EQ-0969ZFXZ},2010-01-04 16:04:09,AKR0057,PC-2879,Connect,16,0,1,"Device activity from AKR0057 on PC-2879 at January 04, 2010 at 04:04 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 16.",uncertain,MEDIUM
{G5Q8-K6WE48VQ-6394MNRO},2010-01-04 08:31:20,JDB0169,PC-7502,Disconnect,8,0,0,"Device activity from JDB0169 on PC-7502 at January 04, 2010 at 08:31 AM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 8.",uncertain,LOW
{E5G1-G2QD44FL-7002XSMX},2010-01-05 13:45:06,JJH0613,PC-9171,Connect,13,1,1,"Device activity from JJH0613 on PC-9171 at January 05, 2010 at 01:45 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 13.",uncertain,MEDIUM
{V8L3-J8AM88QA-4105UJGU},2010-01-06 02:48:45,BSS0369,PC-9010,Disconnect,2,2,0,"Device activity from BSS0369 on PC-9010 at January 06, 2010 at 02:48 AM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 2.",uncertain,LOW
{P5J5-B7QU29MM-7202IFVW},2010-01-07 12:59:53,JNJ0556,PC-0576,Disconnect,12,3,0,"Device activity from JNJ0556 on PC-0576 at January 07, 2010 at 12:59 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 12.",uncertain,LOW
{X9Y4-R2OF84EX-5773LWYM},2010-01-07 08:02:48,JBD0616,PC-1479,Connect,8,3,1,"Device activity from JBD0616 on PC-1479 at January 07, 2010 at 08:02 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 8.",uncertain,MEDIUM
{L0B9-S4ZP57GA-8607CSPW},2010-01-05 09:32:19,IIW0249,PC-0843,Disconnect,9,1,0,"Device activity from IIW0249 on PC-0843 at January 05, 2010 at 09:32 AM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 9.",uncertain,LOW
{Z0Z0-H0QE61JY-5038CJON},2010-01-07 15:03:27,MLL0598,PC-0189,Connect,15,3,1,"Device activity from MLL0598 on PC-0189 at January 07, 2010 at 03:03 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 15.",uncertain,MEDIUM
{O4F2-X5TG74EL-0658VQQI},2010-01-04 23:14:27,MOS0047,PC-1708,Disconnect,23,0,0,"Device activity from MOS0047 on PC-1708 at January 04, 2010 at 11:14 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 23.",uncertain,LOW
{R7T6-W0CB39QJ-7733NECB},2010-01-06 12:27:51,MPT0376,PC-7408,Disconnect,12,2,0,"Device activity from MPT0376 on PC-7408 at January 06, 2010 at 12:27 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 12.",uncertain,LOW
{T6D2-L7AF51CN-7162HKBE},2010-01-05 09:28:06,HSB0196,PC-8001,Connect,9,1,1,"Device activity from HSB0196 on PC-8001 at January 05, 2010 at 09:28 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 9.",uncertain,MEDIUM
{D6C5-R6KR97HZ-7118UFCQ},2010-01-06 17:44:15,SCP0130,PC-2057,Connect,17,2,1,"Device activity from SCP0130 on PC-2057 at January 06, 2010 at 05:44 PM. Activity: Connect (Binary: 1). Occurred on Tue at hour 17.",uncertain,MEDIUM
{U8K7-P9MK72OU-8601EMQJ},2010-01-04 15:15:20,LBH0942,PC-3640,Connect,15,0,1,"Device activity from LBH0942 on PC-3640 at January 04, 2010 at 03:15 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 15.",uncertain,MEDIUM
{R4L4-F0RA09FA-1834TBPX},2010-01-06 08:55:05,DMK0257,PC-1279,Disconnect,8,2,0,"Device activity from DMK0257 on PC-1279 at January 06, 2010 at 08:55 AM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 8.",uncertain,LOW
{D7N1-O8UC26MY-1733PWRX},2010-01-05 09:38:45,DPM0423,PC-2567,Disconnect,9,1,0,"Device activity from DPM0423 on PC-2567 at January 05, 2010 at 09:38 AM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 9.",uncertain,LOW
{Z8X9-W7GM39PH-2035GTMW},2010-01-07 07:50:13,MPM0220,PC-2344,Connect,7,3,1,"Device activity from MPM0220 on PC-2344 at January 07, 2010 at 07:50 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 7.",uncertain,MEDIUM
{X8M6-C8AW29EI-0369RFRZ},2010-01-04 08:44:40,RUM0880,PC-8592,Disconnect,8,0,0,"Device activity from RUM0880 on PC-8592 at January 04, 2010 at 08:44 AM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 8.",uncertain,LOW
{Z1E3-F6UV48TM-0137IAXD},2010-01-06 15:26:15,KKW0879,PC-2531,Disconnect,15,2,0,"Device activity from KKW0879 on PC-2531 at January 06, 2010 at 03:26 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 15.",uncertain,LOW
{E0N4-F4NH77YM-8811JFVM},2010-01-05 11:24:06,AJF0370,PC-8651,Connect,11,1,1,"Device activity from AJF0370 on PC-8651 at January 05, 2010 at 11:24 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 11.",uncertain,MEDIUM
{A6U8-E7XF35FW-3749WSXM},2010-01-04 16:50:01,SAA0999,PC-4559,Disconnect,16,0,0,"Device activity from SAA0999 on PC-4559 at January 04, 2010 at 04:50 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 16.",uncertain,LOW
{E4R2-I7VW33YQ-3239AUIY},2010-01-05 10:34:58,WIF0691,PC-6390,Disconnect,10,1,0,"Device activity from WIF0691 on PC-6390 at January 05, 2010 at 10:34 AM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 10.",uncertain,LOW
{S6I4-I7SS27EX-5446OJNP},2010-01-04 12:21:47,ZKS0899,PC-8517,Connect,12,0,1,"Device activity from ZKS0899 on PC-8517 at January 04, 2010 at 12:21 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 12.",uncertain,MEDIUM
{S6I7-R9HZ83TZ-2281UAET},2010-01-04 09:31:40,HCS0003,PC-3054,Connect,9,0,1,"Device activity from HCS0003 on PC-3054 at January 04, 2010 at 09:31 AM. Activity: Connect (Binary: 1). Occurred on Sun at hour 9.",uncertain,MEDIUM
{Y1I2-V0OY37FD-6248FPGI},2010-01-03 09:58:44,LBH0942,PC-3640,Disconnect,9,6,0,"Device activity from LBH0942 on PC-3640 at January 03, 2010 at 09:58 AM. Activity: Disconnect (Binary: 0). Occurred on Sat at hour 9.",uncertain,MEDIUM
{D3R2-L5MZ07AC-1411PWMS},2010-01-04 12:22:58,AJN0607,PC-8303,Connect,12,0,1,"Device activity from AJN0607 on PC-8303 at January 04, 2010 at 12:22 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 12.",uncertain,MEDIUM
{D9G8-R8AR12EU-5460MWAE},2010-01-04 08:11:14,LBH0942,PC-3640,Connect,8,0,1,"Device activity from LBH0942 on PC-3640 at January 04, 2010 at 08:11 AM. Activity: Connect (Binary: 1). Occurred on Sun at hour 8.",uncertain,MEDIUM
{E7G5-Q3XU87FX-6900LEZD},2010-01-02 12:22:36,RAW0915,PC-2113,Connect,12,5,1,"Device activity from RAW0915 on PC-2113 at January 02, 2010 at 12:22 PM. Activity: Connect (Binary: 1). Occurred on Fri at hour 12.",uncertain,HIGH
{R2N3-M1IQ88EE-9811TNMW},2010-01-04 11:48:06,CTA0020,PC-3118,Connect,11,0,1,"Device activity from CTA0020 on PC-3118 at January 04, 2010 at 11:48 AM. Activity: Connect (Binary: 1). Occurred on Sun at hour 11.",uncertain,MEDIUM
{T0F1-I7EK70NO-2230YAZY},2010-01-07 15:28:41,IBB0359,PC-4195,Connect,15,3,1,"Device activity from IBB0359 on PC-4195 at January 07, 2010 at 03:28 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 15.",uncertain,MEDIUM
{H8Z2-H2ZS02VR-6249MABP},2010-01-06 09:14:21,HWW0436,PC-8391,Connect,9,2,1,"Device activity from HWW0436 on PC-8391 at January 06, 2010 at 09:14 AM. Activity: Connect (Binary: 1). Occurred on Tue at hour 9.",uncertain,MEDIUM
{G2K4-P5BL22BC-0370TCBF},2010-01-05 16:01:33,HRL0540,PC-1117,Connect,16,1,1,"Device activity from HRL0540 on PC-1117 at January 05, 2010 at 04:01 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 16.",uncertain,MEDIUM
{H2O4-X8WK05IB-1843YHBQ},2010-01-07 14:54:36,OBH0499,PC-7989,Connect,14,3,1,"Device activity from OBH0499 on PC-7989 at January 07, 2010 at 02:54 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 14.",uncertain,MEDIUM
{E4Z4-V1QP74FI-7517YUIV},2010-01-07 11:34:39,GTD0219,PC-8462,Disconnect,11,3,0,"Device activity from GTD0219 on PC-8462 at January 07, 2010 at 11:34 AM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 11.",uncertain,LOW
{B7J9-U7GA35RP-5446HMVB},2010-01-07 13:19:56,HPH0075,PC-2417,Disconnect,13,3,0,"Device activity from HPH0075 on PC-2417 at January 07, 2010 at 01:19 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 13.",uncertain,LOW
{Y1R6-X7RC38YO-0658NXSX},2010-01-06 10:37:22,FOB0756,PC-6204,Disconnect,10,2,0,"Device activity from FOB0756 on PC-6204 at January 06, 2010 at 10:37 AM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 10.",uncertain,LOW
{A9B5-E6GY51NZ-7226GEDY},2010-01-05 22:43:23,LBF0214,PC-3819,Disconnect,22,1,0,"Device activity from LBF0214 on PC-3819 at January 05, 2010 at 10:43 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 22.",uncertain,LOW
{C1O3-E8SI50LT-8872ZPII},2010-01-04 09:05:48,DBB0384,PC-4243,Disconnect,9,0,0,"Device activity from DBB0384 on PC-4243 at January 04, 2010 at 09:05 AM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 9.",uncertain,LOW
{B1W0-W3LK36QM-6919RJWF},2010-01-06 16:26:56,CWR0502,PC-3737,Disconnect,16,2,0,"Device activity from CWR0502 on PC-3737 at January 06, 2010 at 04:26 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 16.",uncertain,LOW
{B8Z6-H2JM99EZ-9271DQUD},2010-01-04 14:06:59,RNP0211,PC-1736,Connect,14,0,1,"Device activity from RNP0211 on PC-1736 at January 04, 2010 at 02:06 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 14.",uncertain,MEDIUM
{F3I4-X2RO47QW-1338DWXJ},2010-01-06 17:05:52,JJM0203,PC-0148,Disconnect,17,2,0,"Device activity from JJM0203 on PC-0148 at January 06, 2010 at 05:05 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 17.",uncertain,LOW
{Q5Y2-U3RA13PK-2623RLZB},2010-01-04 13:10:19,KRL0501,PC-7206,Connect,13,0,1,"Device activity from KRL0501 on PC-7206 at January 04, 2010 at 01:10 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 13.",uncertain,MEDIUM
{K6B8-P9TE07IT-2023RWXP},2010-01-05 15:47:04,DLM0051,PC-0166,Disconnect,15,1,0,"Device activity from DLM0051 on PC-0166 at January 05, 2010 at 03:47 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 15.",uncertain,LOW
{L5B2-E3ZI05VW-6305SILZ},2010-01-05 17:07:59,BRM0995,PC-0768,Disconnect,17,1,0,"Device activity from BRM0995 on PC-0768 at January 05, 2010 at 05:07 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 17.",uncertain,LOW
{E6C5-R1OE75IH-7304BQYM},2010-01-07 15:03:27,EAH0466,PC-3579,Connect,15,3,1,"Device activity from EAH0466 on PC-3579 at January 07, 2010 at 03:03 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 15.",uncertain,MEDIUM
{A1Z3-M5GX03UZ-0568BONO},2010-01-05 15:37:31,AJF0370,PC-8651,Disconnect,15,1,0,"Device activity from AJF0370 on PC-8651 at January 05, 2010 at 03:37 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 15.",uncertain,LOW
{A8A0-C0RM58YJ-2614MPEU},2010-01-07 07:11:09,DLM0051,PC-0166,Disconnect,7,3,0,"Device activity from DLM0051 on PC-0166 at January 07, 2010 at 07:11 AM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 7.",uncertain,LOW
{K2J7-U3WE65FQ-9093YEFI},2010-01-02 11:04:54,IIW0249,PC-0843,Disconnect,11,5,0,"Device activity from IIW0249 on PC-0843 at January 02, 2010 at 11:04 AM. Activity: Disconnect (Binary: 0). Occurred on Fri at hour 11.",uncertain,MEDIUM
{K1B5-X1DF93JD-4883DVIA},2010-01-06 09:09:26,FSC0601,PC-9066,Connect,9,2,1,"Device activity from FSC0601 on PC-9066 at January 06, 2010 at 09:09 AM. Activity: Connect (Binary: 1). Occurred on Tue at hour 9.",uncertain,MEDIUM
{C0E1-J8YR05OS-1237TPLP},2010-01-07 08:00:56,KKW0879,PC-2531,Connect,8,3,1,"Device activity from KKW0879 on PC-2531 at January 07, 2010 at 08:00 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 8.",uncertain,MEDIUM
{O9V1-P8JE41CV-2181OOMB},2010-01-04 07:54:08,AIB0948,PC-8245,Disconnect,7,0,0,"Device activity from AIB0948 on PC-8245 at January 04, 2010 at 07:54 AM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 7.",uncertain,LOW
{C3I6-C8JO63YF-2256HGTB},2010-01-07 12:27:43,JDB0169,PC-7502,Connect,12,3,1,"Device activity from JDB0169 on PC-7502 at January 07, 2010 at 12:27 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 12.",uncertain,MEDIUM
{K1A6-N1UP14JA-8179UBLU},2010-01-06 16:41:38,GHH0288,PC-4686,Connect,16,2,1,"Device activity from GHH0288 on PC-4686 at January 06, 2010 at 04:41 PM. Activity: Connect (Binary: 1). Occurred on Tue at hour 16.",uncertain,MEDIUM
{L5T8-D3PB66IN-4426BXRH},2010-01-04 11:23:19,MLL0598,PC-0189,Connect,11,0,1,"Device activity from MLL0598 on PC-0189 at January 04, 2010 at 11:23 AM. Activity: Connect (Binary: 1). Occurred on Sun at hour 11.",uncertain,MEDIUM
{S9L5-Q9RZ42IH-6254XBFX},2010-01-04 15:13:59,MTB0620,PC-9348,Disconnect,15,0,0,"Device activity from MTB0620 on PC-9348 at January 04, 2010 at 03:13 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 15.",uncertain,LOW
{D4V7-L3AI47FA-3615FYYM},2010-01-05 23:41:48,AJF0370,PC-8453,Connect,23,1,1,"Device activity from AJF0370 on PC-8453 at January 05, 2010 at 11:41 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 23.",uncertain,MEDIUM
{S8R5-R3NJ84SX-7955WOHH},2010-01-05 11:43:44,KKW0879,PC-2531,Connect,11,1,1,"Device activity from KKW0879 on PC-2531 at January 05, 2010 at 11:43 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 11.",uncertain,MEDIUM
{V3U3-M5BZ31OI-0225ASEO},2010-01-05 16:39:15,RUM0880,PC-8592,Connect,16,1,1,"Device activity from RUM0880 on PC-8592 at January 05, 2010 at 04:39 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 16.",uncertain,MEDIUM
{W2K5-L1MP07IR-6187AECG},2010-01-05 07:45:35,MPM0220,PC-2344,Connect,7,1,1,"Device activity from MPM0220 on PC-2344 at January 05, 2010 at 07:45 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 7.",uncertain,MEDIUM
{P1Q4-F5BX76JV-9072FODB},2010-01-06 14:35:11,BQS0525,PC-0269,Disconnect,14,2,0,"Device activity from BQS0525 on PC-0269 at January 06, 2010 at 02:35 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 14.",uncertain,LOW
{E3I1-I8JL85ZL-3168LNNC},2010-01-06 14:53:00,MBJ0312,PC-5250,Connect,14,2,1,"Device activity from MBJ0312 on PC-5250 at January 06, 2010 at 02:53 PM. Activity: Connect (Binary: 1). Occurred on Tue at hour 14.",uncertain,MEDIUM
{Z9A6-S2WS44HR-7711EVOF},2010-01-05 13:43:51,ZKS0899,PC-8517,Connect,13,1,1,"Device activity from ZKS0899 on PC-8517 at January 05, 2010 at 01:43 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 13.",uncertain,MEDIUM
{L6Y3-N7AS15SA-7835GNOX},2010-01-04 14:16:39,SGM0021,PC-1528,Connect,14,0,1,"Device activity from SGM0021 on PC-1528 at January 04, 2010 at 02:16 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 14.",uncertain,MEDIUM
{H1Q2-L7TS27SS-4587DTYC},2010-01-04 13:49:13,JFC0557,PC-9179,Connect,13,0,1,"Device activity from JFC0557 on PC-9179 at January 04, 2010 at 01:49 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 13.",uncertain,MEDIUM
{Q3L4-K3UK57DU-5623XSED},2010-01-06 09:33:23,MBJ0312,PC-5250,Connect,9,2,1,"Device activity from MBJ0312 on PC-5250 at January 06, 2010 at 09:33 AM. Activity: Connect (Binary: 1). Occurred on Tue at hour 9.",uncertain,MEDIUM
{U9I3-T1DZ20NI-5939TARO},2010-01-06 11:31:34,CCL0068,PC-7699,Connect,11,2,1,"Device activity from CCL0068 on PC-7699 at January 06, 2010 at 11:31 AM. Activity: Connect (Binary: 1). Occurred on Tue at hour 11.",uncertain,MEDIUM
{D1D6-U0EK18YS-5965FRLK},2010-01-05 12:28:11,MOH0273,PC-6699,Connect,12,1,1,"Device activity from MOH0273 on PC-6699 at January 05, 2010 at 12:28 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 12.",uncertain,MEDIUM
{K3Q0-V4BJ40QP-6417JYTB},2010-01-05 13:52:45,QOS0878,PC-2211,Connect,13,1,1,"Device activity from QOS0878 on PC-2211 at January 05, 2010 at 01:52 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 13.",uncertain,MEDIUM
{S4V8-V3LF55TJ-0491WEFZ},2010-01-06 13:13:01,VTT0385,PC-5027,Connect,13,2,1,"Device activity from VTT0385 on PC-5027 at January 06, 2010 at 01:13 PM. Activity: Connect (Binary: 1). Occurred on Tue at hour 13.",uncertain,MEDIUM
{J7Y2-V8HD78VH-7386MMNA},2010-01-05 15:20:35,JBD0616,PC-1479,Connect,15,1,1,"Device activity from JBD0616 on PC-1479 at January 05, 2010 at 03:20 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 15.",uncertain,MEDIUM
{X5B6-E9NQ81PI-4700CTBX},2010-01-06 21:51:57,IBB0359,PC-4195,Disconnect,21,2,0,"Device activity from IBB0359 on PC-4195 at January 06, 2010 at 09:51 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 21.",uncertain,LOW
{F9C2-P2JT36TK-1039ZVBL},2010-01-04 07:54:25,AJF0370,PC-6956,Disconnect,7,0,0,"Device activity from AJF0370 on PC-6956 at January 04, 2010 at 07:54 AM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 7.",uncertain,LOW
{N3K1-B3KM83NP-0096OVLO},2010-01-04 22:42:17,BSS0369,PC-5910,Connect,22,0,1,"Device activity from BSS0369 on PC-5910 at January 04, 2010 at 10:42 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 22.",uncertain,MEDIUM
{X4Y8-M0ZX93HP-1999ZDIG},2010-01-05 08:10:55,NDM0417,PC-9134,Connect,8,1,1,"Device activity from NDM0417 on PC-9134 at January 05, 2010 at 08:10 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 8.",uncertain,MEDIUM
{O0J2-K8EY39JY-2695MNOF},2010-01-05 20:44:26,MOS0047,PC-2276,Disconnect,20,1,0,"Device activity from MOS0047 on PC-2276 at January 05, 2010 at 08:44 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 20.",uncertain,LOW
{H1N1-T2WK68RN-8562IIVB},2010-01-06 09:28:48,XHW0498,PC-9840,Connect,9,2,1,"Device activity from XHW0498 on PC-9840 at January 06, 2010 at 09:28 AM. Activity: Connect (Binary: 1). Occurred on Tue at hour 9.",uncertain,MEDIUM
{L8O4-E3FF29FM-2080SLSF},2010-01-04 13:20:47,CTA0020,PC-3118,Connect,13,0,1,"Device activity from CTA0020 on PC-3118 at January 04, 2010 at 01:20 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 13.",uncertain,MEDIUM
{H8G8-T2YC42EV-0794INWI},2010-01-07 09:40:01,KBG0549,PC-0146,Disconnect,9,3,0,"Device activity from KBG0549 on PC-0146 at January 07, 2010 at 09:40 AM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 9.",uncertain,LOW
{F7J8-B1QI16YV-4545FVBP},2010-01-06 16:25:50,BMG0917,PC-6688,Connect,16,2,1,"Device activity from BMG0917 on PC-6688 at January 06, 2010 at 04:25 PM. Activity: Connect (Binary: 1). Occurred on Tue at hour 16.",uncertain,MEDIUM
{Y7F6-U6SN25AU-9693JLDY},2010-01-06 08:41:05,MPM0220,PC-2344,Disconnect,8,2,0,"Device activity from MPM0220 on PC-2344 at January 06, 2010 at 08:41 AM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 8.",uncertain,LOW
{D8Q2-G0ZA58TJ-1971SORF},2010-01-05 09:10:09,DIB0081,PC-9524,Connect,9,1,1,"Device activity from DIB0081 on PC-9524 at January 05, 2010 at 09:10 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 9.",uncertain,MEDIUM
{F8O4-V2OD50DY-1352SRJS},2010-01-06 17:44:30,OLW0689,PC-1301,Disconnect,17,2,0,"Device activity from OLW0689 on PC-1301 at January 06, 2010 at 05:44 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 17.",uncertain,LOW
{A1U6-M5UO26WB-5181KOPC},2010-01-04 12:43:03,JNJ0556,PC-0576,Disconnect,12,0,0,"Device activity from JNJ0556 on PC-0576 at January 04, 2010 at 12:43 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 12.",uncertain,LOW
{H4Z8-F9IJ66EB-7246GLXW},2010-01-07 07:58:57,THR0873,PC-4804,Disconnect,7,3,0,"Device activity from THR0873 on PC-4804 at January 07, 2010 at 07:58 AM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 7.",uncertain,LOW
{N3G9-T9TU58FA-9241XWDZ},2010-01-04 16:48:23,IIW0249,PC-0843,Disconnect,16,0,0,"Device activity from IIW0249 on PC-0843 at January 04, 2010 at 04:48 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 16.",uncertain,LOW
{B3H6-X1ND06YJ-4252RBSS},2010-01-07 12:16:01,MBJ0312,PC-5250,Connect,12,3,1,"Device activity from MBJ0312 on PC-5250 at January 07, 2010 at 12:16 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 12.",uncertain,MEDIUM
{G2Q1-Q5VU17ID-7872LFDT},2010-01-04 12:55:08,IJM0776,PC-0198,Connect,12,0,1,"Device activity from IJM0776 on PC-0198 at January 04, 2010 at 12:55 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 12.",uncertain,MEDIUM
{W9G1-J5YI98MI-2629GRMW},2010-01-04 14:05:34,LOM0086,PC-9087,Disconnect,14,0,0,"Device activity from LOM0086 on PC-9087 at January 04, 2010 at 02:05 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 14.",uncertain,LOW
{W9I6-N8XF94EJ-7067MBKQ},2010-01-06 13:44:24,LOM0086,PC-9087,Disconnect,13,2,0,"Device activity from LOM0086 on PC-9087 at January 06, 2010 at 01:44 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 13.",uncertain,LOW
{E4C0-M1WA06EJ-8811MVTX},2010-01-02 09:36:51,MOH0273,PC-6699,Disconnect,9,5,0,"Device activity from MOH0273 on PC-6699 at January 02, 2010 at 09:36 AM. Activity: Disconnect (Binary: 0). Occurred on Fri at hour 9.",uncertain,MEDIUM
{B9L7-Q5BY28NT-4920ITWE},2010-01-05 09:14:07,KRL0501,PC-7206,Connect,9,1,1,"Device activity from KRL0501 on PC-7206 at January 05, 2010 at 09:14 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 9.",uncertain,MEDIUM
{H7W0-V7NG59IM-8945BJOQ},2010-01-05 09:27:36,IRM0931,PC-7188,Disconnect,9,1,0,"Device activity from IRM0931 on PC-7188 at January 05, 2010 at 09:27 AM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 9.",uncertain,LOW
{N3B5-L7BC44AG-8156GSCC},2010-01-04 09:49:06,CHM0821,PC-7933,Disconnect,9,0,0,"Device activity from CHM0821 on PC-7933 at January 04, 2010 at 09:49 AM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 9.",uncertain,LOW
{U2Y3-K4PM56OW-6157VOFF},2010-01-04 16:41:42,RSC0089,PC-9929,Disconnect,16,0,0,"Device activity from RSC0089 on PC-9929 at January 04, 2010 at 04:41 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 16.",uncertain,LOW
{N2F7-J2AL53UN-0504DMAJ},2010-01-06 16:29:21,JDF0593,PC-6301,Disconnect,16,2,0,"Device activity from JDF0593 on PC-6301 at January 06, 2010 at 04:29 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 16.",uncertain,LOW
{I0S0-J1OK39PH-6846OPNN},2010-01-07 15:00:24,JNJ0556,PC-0576,Connect,15,3,1,"Device activity from JNJ0556 on PC-0576 at January 07, 2010 at 03:00 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 15.",uncertain,MEDIUM
{X9A5-G7LH83BV-9479CVPT},2010-01-06 15:27:43,QRM0739,PC-7343,Disconnect,15,2,0,"Device activity from QRM0739 on PC-7343 at January 06, 2010 at 03:27 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 15.",uncertain,LOW
{Z5E9-T0YZ11OG-1519WYHA},2010-01-06 14:35:04,DBB0384,PC-4243,Disconnect,14,2,0,"Device activity from DBB0384 on PC-4243 at January 06, 2010 at 02:35 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 14.",uncertain,LOW
{U4Z5-C7LH21QN-0041BYLN},2010-01-04 11:36:38,AVM0947,PC-0285,Disconnect,11,0,0,"Device activity from AVM0947 on PC-0285 at January 04, 2010 at 11:36 AM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 11.",uncertain,LOW
{E4F5-M3PZ04LP-8128FBSU},2010-01-06 16:31:09,HPH0075,PC-2417,Connect,16,2,1,"Device activity from HPH0075 on PC-2417 at January 06, 2010 at 04:31 PM. Activity: Connect (Binary: 1). Occurred on Tue at hour 16.",uncertain,MEDIUM
{M6X8-S8QY27VQ-1327PRWR},2010-01-05 09:02:11,HPH0075,PC-2417,Connect,9,1,1,"Device activity from HPH0075 on PC-2417 at January 05, 2010 at 09:02 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 9.",uncertain,MEDIUM
