id,date,user,pc,activity,text,predicted_label,risk_level
{N2Y3-G8SU46YP-7457HPJC},01/20/2010 16:02:25,DTAA/GRG0693,PC-3411,Connect,"User DTAA/GRG0693 connect PC-3411 on January 20, 2010 at 04:02 PM. Session ID: {N2Y3-G8SU46YP-7457HPJC}",normal,LOW
{J2J7-L9SC23NS-1881LMUR},01/20/2010 16:04:31,DTAA/CHM0645,PC-1775,Connect,"User DTAA/CHM0645 connect PC-1775 on January 20, 2010 at 04:04 PM. Session ID: {J2J7-L9SC23NS-1881LMUR}",normal,LOW
{E3P6-Y0ON03RJ-4945YOOU},01/20/2010 16:05:19,DTAA/AFN0918,PC-3425,Disconnect,"User DTAA/AFN0918 disconnect PC-3425 on January 20, 2010 at 04:05 PM. Session ID: {E3P6-Y0ON03RJ-4945YOOU}",normal,MEDIUM
{Z5K3-T7UW06FH-9226LOAV},01/20/2010 16:12:37,DTAA/KKW0676,PC-4445,Disconnect,"User DTAA/KKW0676 disconnect PC-4445 on January 20, 2010 at 04:12 PM. Session ID: {Z5K3-T7UW06FH-9226LOAV}",normal,MEDIUM
{D4N9-C3KI82SO-0234MPIO},01/20/2010 16:14:00,DTAA/HNF0812,PC-4760,Connect,"User DTAA/HNF0812 connect PC-4760 on January 20, 2010 at 04:14 PM. Session ID: {D4N9-C3KI82SO-0234MPIO}",normal,LOW
{W2J2-G6ZZ39MY-7151ZPIA},01/20/2010 16:15:16,DTAA/XQW0354,PC-4067,Connect,"User DTAA/XQW0354 connect PC-4067 on January 20, 2010 at 04:15 PM. Session ID: {W2J2-G6ZZ39MY-7151ZPIA}",normal,LOW
{H8G2-Y3PA02YJ-0494NFLJ},01/20/2010 16:15:47,DTAA/HNF0812,PC-4760,Disconnect,"User DTAA/HNF0812 disconnect PC-4760 on January 20, 2010 at 04:15 PM. Session ID: {H8G2-Y3PA02YJ-0494NFLJ}",normal,MEDIUM
{X5I0-L7JC15SV-2748CJAY},01/20/2010 16:16:30,DTAA/SKW0871,PC-1529,Disconnect,"User DTAA/SKW0871 disconnect PC-1529 on January 20, 2010 at 04:16 PM. Session ID: {X5I0-L7JC15SV-2748CJAY}",normal,MEDIUM
{X6S9-V4DZ18QX-8950YMVU},01/20/2010 16:21:07,DTAA/ATJ0284,PC-4337,Disconnect,"User DTAA/ATJ0284 disconnect PC-4337 on January 20, 2010 at 04:21 PM. Session ID: {X6S9-V4DZ18QX-8950YMVU}",normal,MEDIUM
{S6E0-O2MB65XI-3025BEUQ},01/20/2010 16:27:55,DTAA/AJB0016,PC-1116,Connect,"User DTAA/AJB0016 connect PC-1116 on January 20, 2010 at 04:27 PM. Session ID: {S6E0-O2MB65XI-3025BEUQ}",normal,LOW
{U4Q4-J9IH27ZX-0010MBJU},01/20/2010 16:28:49,DTAA/XQW0354,PC-4067,Disconnect,"User DTAA/XQW0354 disconnect PC-4067 on January 20, 2010 at 04:28 PM. Session ID: {U4Q4-J9IH27ZX-0010MBJU}",normal,MEDIUM
{I0O5-Z8QT45VI-5680PWYJ},01/20/2010 16:31:24,DTAA/CHM0645,PC-1775,Disconnect,"User DTAA/CHM0645 disconnect PC-1775 on January 20, 2010 at 04:31 PM. Session ID: {I0O5-Z8QT45VI-5680PWYJ}",normal,MEDIUM
{C5I4-H7UH46IN-5410OZJI},01/20/2010 16:33:48,DTAA/HSR0472,PC-3512,Disconnect,"User DTAA/HSR0472 disconnect PC-3512 on January 20, 2010 at 04:33 PM. Session ID: {C5I4-H7UH46IN-5410OZJI}",normal,MEDIUM
{A7L3-Q2NN78OQ-9049BGHX},01/20/2010 16:34:48,DTAA/FDP0500,PC-4873,Disconnect,"User DTAA/FDP0500 disconnect PC-4873 on January 20, 2010 at 04:34 PM. Session ID: {A7L3-Q2NN78OQ-9049BGHX}",normal,MEDIUM
{W3M9-H5GP33UQ-2771BJKH},01/20/2010 16:40:55,DTAA/MVW0630,PC-2005,Connect,"User DTAA/MVW0630 connect PC-2005 on January 20, 2010 at 04:40 PM. Session ID: {W3M9-H5GP33UQ-2771BJKH}",normal,LOW
{T4X7-F3NP05RT-7594OBML},01/20/2010 16:43:16,DTAA/MJM0228,PC-2127,Disconnect,"User DTAA/MJM0228 disconnect PC-2127 on January 20, 2010 at 04:43 PM. Session ID: {T4X7-F3NP05RT-7594OBML}",normal,MEDIUM
{F9M3-D2UW65TT-7585PSRW},01/20/2010 16:48:58,DTAA/RBC0879,PC-1261,Disconnect,"User DTAA/RBC0879 disconnect PC-1261 on January 20, 2010 at 04:48 PM. Session ID: {F9M3-D2UW65TT-7585PSRW}",normal,MEDIUM
{B6W8-H6SK08NE-4088OLAT},01/20/2010 16:54:52,DTAA/CGM0343,PC-3039,Connect,"User DTAA/CGM0343 connect PC-3039 on January 20, 2010 at 04:54 PM. Session ID: {B6W8-H6SK08NE-4088OLAT}",normal,LOW
{V0W7-F0JV00TX-6001TIMK},01/20/2010 16:59:43,DTAA/CCG0876,PC-3910,Disconnect,"User DTAA/CCG0876 disconnect PC-3910 on January 20, 2010 at 04:59 PM. Session ID: {V0W7-F0JV00TX-6001TIMK}",normal,MEDIUM
{A0S5-C8JW35QL-7428RORP},01/20/2010 17:03:05,DTAA/QKR0651,PC-4881,Disconnect,"User DTAA/QKR0651 disconnect PC-4881 on January 20, 2010 at 05:03 PM. Session ID: {A0S5-C8JW35QL-7428RORP}",normal,MEDIUM
{S7K5-G0QN32CW-5742UBWI},01/20/2010 17:06:05,DTAA/VFP0669,PC-1717,Disconnect,"User DTAA/VFP0669 disconnect PC-1717 on January 20, 2010 at 05:06 PM. Session ID: {S7K5-G0QN32CW-5742UBWI}",normal,MEDIUM
{M9P6-Z1ZS21SQ-3493RIGG},01/20/2010 17:06:38,DTAA/CHA0174,PC-2751,Connect,"User DTAA/CHA0174 connect PC-2751 on January 20, 2010 at 05:06 PM. Session ID: {M9P6-Z1ZS21SQ-3493RIGG}",normal,LOW
{Q8T8-V4BE95HB-7182GGGO},01/20/2010 17:06:45,DTAA/MMH0612,PC-2886,Disconnect,"User DTAA/MMH0612 disconnect PC-2886 on January 20, 2010 at 05:06 PM. Session ID: {Q8T8-V4BE95HB-7182GGGO}",normal,MEDIUM
{H9P1-F4GV90EN-2591WOZZ},01/20/2010 17:09:20,DTAA/EDH0146,PC-3973,Connect,"User DTAA/EDH0146 connect PC-3973 on January 20, 2010 at 05:09 PM. Session ID: {H9P1-F4GV90EN-2591WOZZ}",normal,LOW
{U4C1-J8JR61ZM-8261XDII},01/20/2010 17:09:32,DTAA/ABB0272,PC-0726,Disconnect,"User DTAA/ABB0272 disconnect PC-0726 on January 20, 2010 at 05:09 PM. Session ID: {U4C1-J8JR61ZM-8261XDII}",normal,MEDIUM
{C7J0-G1GO60UX-5322OVCO},01/20/2010 17:11:47,DTAA/MMF0289,PC-1734,Connect,"User DTAA/MMF0289 connect PC-1734 on January 20, 2010 at 05:11 PM. Session ID: {C7J0-G1GO60UX-5322OVCO}",normal,LOW
{F4J3-J1NZ84JW-8114BINL},01/20/2010 17:16:40,DTAA/AJC0399,PC-1746,Connect,"User DTAA/AJC0399 connect PC-1746 on January 20, 2010 at 05:16 PM. Session ID: {F4J3-J1NZ84JW-8114BINL}",normal,LOW
{A8T5-Z1PS07LZ-8020HVDE},01/20/2010 17:19:24,DTAA/MMF0289,PC-1734,Disconnect,"User DTAA/MMF0289 disconnect PC-1734 on January 20, 2010 at 05:19 PM. Session ID: {A8T5-Z1PS07LZ-8020HVDE}",normal,MEDIUM
{T6V0-Q2MD96SH-3295AYQX},01/20/2010 17:23:19,DTAA/VMA0051,PC-1950,Connect,"User DTAA/VMA0051 connect PC-1950 on January 20, 2010 at 05:23 PM. Session ID: {T6V0-Q2MD96SH-3295AYQX}",normal,LOW
{T1X5-B5BG15AO-1798JBIS},01/20/2010 17:23:56,DTAA/CYK0330,PC-4246,Disconnect,"User DTAA/CYK0330 disconnect PC-4246 on January 20, 2010 at 05:23 PM. Session ID: {T1X5-B5BG15AO-1798JBIS}",normal,MEDIUM
{M5R4-B6VL79HQ-6184CUZT},01/20/2010 17:28:11,DTAA/CHA0174,PC-2751,Disconnect,"User DTAA/CHA0174 disconnect PC-2751 on January 20, 2010 at 05:28 PM. Session ID: {M5R4-B6VL79HQ-6184CUZT}",normal,MEDIUM
{C7J8-N4MD70RT-4176RJYY},01/20/2010 17:28:35,DTAA/HDR0261,PC-2506,Connect,"User DTAA/HDR0261 connect PC-2506 on January 20, 2010 at 05:28 PM. Session ID: {C7J8-N4MD70RT-4176RJYY}",normal,LOW
{H8M1-Q4LN21KQ-8826SGFK},01/20/2010 17:31:34,DTAA/EDH0146,PC-3973,Disconnect,"User DTAA/EDH0146 disconnect PC-3973 on January 20, 2010 at 05:31 PM. Session ID: {H8M1-Q4LN21KQ-8826SGFK}",normal,MEDIUM
{A8S0-N2CN66SO-3464HHKZ},01/20/2010 17:32:14,DTAA/EMZ0196,PC-1479,Connect,"User DTAA/EMZ0196 connect PC-1479 on January 20, 2010 at 05:32 PM. Session ID: {A8S0-N2CN66SO-3464HHKZ}",normal,LOW
{Y9O3-W9ZZ55DG-0023TGNU},01/20/2010 17:42:51,DTAA/MJM0469,PC-1592,Connect,"User DTAA/MJM0469 connect PC-1592 on January 20, 2010 at 05:42 PM. Session ID: {Y9O3-W9ZZ55DG-0023TGNU}",normal,LOW
{M9E2-B8YE62VR-2030VRSB},01/20/2010 17:43:00,DTAA/MJM0469,PC-1592,Disconnect,"User DTAA/MJM0469 disconnect PC-1592 on January 20, 2010 at 05:43 PM. Session ID: {M9E2-B8YE62VR-2030VRSB}",normal,MEDIUM
{K4T6-W3US57RL-9711JEIS},01/20/2010 17:46:31,DTAA/AJC0399,PC-1746,Disconnect,"User DTAA/AJC0399 disconnect PC-1746 on January 20, 2010 at 05:46 PM. Session ID: {K4T6-W3US57RL-9711JEIS}",normal,MEDIUM
{R0P4-S6HQ48IV-1516LORM},01/20/2010 17:47:36,DTAA/MIC0914,PC-3326,Disconnect,"User DTAA/MIC0914 disconnect PC-3326 on January 20, 2010 at 05:47 PM. Session ID: {R0P4-S6HQ48IV-1516LORM}",normal,MEDIUM
{P7G6-Y8RS42HF-5135NMDA},01/20/2010 17:49:56,DTAA/HDR0261,PC-2506,Disconnect,"User DTAA/HDR0261 disconnect PC-2506 on January 20, 2010 at 05:49 PM. Session ID: {P7G6-Y8RS42HF-5135NMDA}",normal,MEDIUM
{S2D6-X1DH35PF-2810XSAT},01/20/2010 17:50:32,DTAA/ESB0080,PC-2529,Disconnect,"User DTAA/ESB0080 disconnect PC-2529 on January 20, 2010 at 05:50 PM. Session ID: {S2D6-X1DH35PF-2810XSAT}",normal,MEDIUM
{U4K7-D0JD52RK-0580IJOY},01/20/2010 18:00:13,DTAA/EMZ0196,PC-1479,Disconnect,"User DTAA/EMZ0196 disconnect PC-1479 on January 20, 2010 at 06:00 PM. Session ID: {U4K7-D0JD52RK-0580IJOY}",normal,MEDIUM
{A8D6-E0OJ85NL-0825ZTEB},01/20/2010 18:04:17,DTAA/CAC0854,PC-0303,Connect,"User DTAA/CAC0854 connect PC-0303 on January 20, 2010 at 06:04 PM. Session ID: {A8D6-E0OJ85NL-0825ZTEB}",normal,LOW
{L7G6-F4WD21GW-9818ELKV},01/20/2010 18:05:49,DTAA/JSB0493,PC-2493,Disconnect,"User DTAA/JSB0493 disconnect PC-2493 on January 20, 2010 at 06:05 PM. Session ID: {L7G6-F4WD21GW-9818ELKV}",normal,MEDIUM
{A1H0-S9NC87PJ-9249WCKZ},01/20/2010 18:08:12,DTAA/OYR0801,PC-0088,Disconnect,"User DTAA/OYR0801 disconnect PC-0088 on January 20, 2010 at 06:08 PM. Session ID: {A1H0-S9NC87PJ-9249WCKZ}",normal,MEDIUM
{Y5X6-M9FX71LO-9882RVWZ},01/20/2010 18:24:59,DTAA/HIB0604,PC-4209,Disconnect,"User DTAA/HIB0604 disconnect PC-4209 on January 20, 2010 at 06:24 PM. Session ID: {Y5X6-M9FX71LO-9882RVWZ}",normal,MEDIUM
{D4D1-R2BL05VC-9207WDTT},01/20/2010 18:32:53,DTAA/CGM0343,PC-3039,Disconnect,"User DTAA/CGM0343 disconnect PC-3039 on January 20, 2010 at 06:32 PM. Session ID: {D4D1-R2BL05VC-9207WDTT}",normal,MEDIUM
{P4X9-R7IR21GR-4878IEJV},01/20/2010 18:54:58,DTAA/CAC0854,PC-0303,Disconnect,"User DTAA/CAC0854 disconnect PC-0303 on January 20, 2010 at 06:54 PM. Session ID: {P4X9-R7IR21GR-4878IEJV}",normal,MEDIUM
{O4W1-E8OF98TI-2399RJOX},01/20/2010 19:01:01,DTAA/AJB0016,PC-1116,Disconnect,"User DTAA/AJB0016 disconnect PC-1116 on January 20, 2010 at 07:01 PM. Session ID: {O4W1-E8OF98TI-2399RJOX}",normal,MEDIUM
{Z8P5-D7QX24TU-7618XFZH},01/20/2010 19:04:12,DTAA/GRG0693,PC-3411,Disconnect,"User DTAA/GRG0693 disconnect PC-3411 on January 20, 2010 at 07:04 PM. Session ID: {Z8P5-D7QX24TU-7618XFZH}",normal,MEDIUM
{G8X8-Y1WE73FT-5202YGGS},01/21/2010 01:51:03,DTAA/JHD0512,PC-2683,Connect,"User DTAA/JHD0512 connect PC-2683 on January 21, 2010 at 01:51 AM. Session ID: {G8X8-Y1WE73FT-5202YGGS}",normal,LOW
{E1Q4-D3MX43VG-8155PIIR},01/21/2010 02:34:15,DTAA/JHD0512,PC-2683,Disconnect,"User DTAA/JHD0512 disconnect PC-2683 on January 21, 2010 at 02:34 AM. Session ID: {E1Q4-D3MX43VG-8155PIIR}",normal,MEDIUM
{X8A9-F5NT86RM-6867UPWI},01/21/2010 03:29:41,DTAA/JAH0544,PC-4081,Connect,"User DTAA/JAH0544 connect PC-4081 on January 21, 2010 at 03:29 AM. Session ID: {X8A9-F5NT86RM-6867UPWI}",uncertain,HIGH
{L1M4-K3RD86ZA-7865VCAP},01/21/2010 04:08:20,DTAA/JAH0544,PC-4081,Disconnect,"User DTAA/JAH0544 disconnect PC-4081 on January 21, 2010 at 04:08 AM. Session ID: {L1M4-K3RD86ZA-7865VCAP}",normal,MEDIUM
{X4B7-V2VV34YP-6018ERTQ},01/21/2010 07:56:58,DTAA/YCB0005,PC-3392,Connect,"User DTAA/YCB0005 connect PC-3392 on January 21, 2010 at 07:56 AM. Session ID: {X4B7-V2VV34YP-6018ERTQ}",normal,LOW
{L4K1-L2PP66KO-2299JDBC},01/21/2010 08:04:31,DTAA/ARM0416,PC-1249,Connect,"User DTAA/ARM0416 connect PC-1249 on January 21, 2010 at 08:04 AM. Session ID: {L4K1-L2PP66KO-2299JDBC}",normal,LOW
{D9W1-O9NO78NY-2761ROAN},01/21/2010 08:09:41,DTAA/ERP0254,PC-3959,Connect,"User DTAA/ERP0254 connect PC-3959 on January 21, 2010 at 08:09 AM. Session ID: {D9W1-O9NO78NY-2761ROAN}",normal,LOW
{U6J6-H8WA66LC-3759RIPV},01/21/2010 08:17:36,DTAA/JAM0392,PC-0209,Connect,"User DTAA/JAM0392 connect PC-0209 on January 21, 2010 at 08:17 AM. Session ID: {U6J6-H8WA66LC-3759RIPV}",normal,LOW
{M1H9-Q1JB02HU-3462KZRI},01/21/2010 08:21:51,DTAA/ZKH0388,PC-1021,Connect,"User DTAA/ZKH0388 connect PC-1021 on January 21, 2010 at 08:21 AM. Session ID: {M1H9-Q1JB02HU-3462KZRI}",normal,LOW
{B5S8-I9VS66GW-9719WZTI},01/21/2010 08:27:03,DTAA/PSP0555,PC-0017,Connect,"User DTAA/PSP0555 connect PC-0017 on January 21, 2010 at 08:27 AM. Session ID: {B5S8-I9VS66GW-9719WZTI}",normal,LOW
{E4V0-O1SR74TP-1884PKFP},01/21/2010 08:50:40,DTAA/SDC0032,PC-3081,Connect,"User DTAA/SDC0032 connect PC-3081 on January 21, 2010 at 08:50 AM. Session ID: {E4V0-O1SR74TP-1884PKFP}",normal,LOW
{V8K8-J3TR26VJ-9459HDLO},01/21/2010 09:11:57,DTAA/VMA0051,PC-1950,Connect,"User DTAA/VMA0051 connect PC-1950 on January 21, 2010 at 09:11 AM. Session ID: {V8K8-J3TR26VJ-9459HDLO}",normal,LOW
{W9Q1-L3AV50RQ-1969URYW},01/21/2010 09:14:36,DTAA/HDR0823,PC-3236,Connect,"User DTAA/HDR0823 connect PC-3236 on January 21, 2010 at 09:14 AM. Session ID: {W9Q1-L3AV50RQ-1969URYW}",normal,LOW
{K5S2-F7SU37OR-2982NDJO},01/21/2010 09:21:32,DTAA/RBC0879,PC-1261,Connect,"User DTAA/RBC0879 connect PC-1261 on January 21, 2010 at 09:21 AM. Session ID: {K5S2-F7SU37OR-2982NDJO}",normal,LOW
{B3A1-O8IL56UW-8894YFJM},01/21/2010 09:21:33,DTAA/PIP0746,PC-0416,Connect,"User DTAA/PIP0746 connect PC-0416 on January 21, 2010 at 09:21 AM. Session ID: {B3A1-O8IL56UW-8894YFJM}",normal,LOW
{Z7E6-F0AO29OD-3711EFFC},01/21/2010 09:26:40,DTAA/MXM0838,PC-4983,Connect,"User DTAA/MXM0838 connect PC-4983 on January 21, 2010 at 09:26 AM. Session ID: {Z7E6-F0AO29OD-3711EFFC}",normal,LOW
{J1S5-T8GI44TJ-6052ZIKP},01/21/2010 09:28:13,DTAA/DFW0798,PC-3141,Connect,"User DTAA/DFW0798 connect PC-3141 on January 21, 2010 at 09:28 AM. Session ID: {J1S5-T8GI44TJ-6052ZIKP}",normal,LOW
{O0T9-V9GI06KK-1333LFHO},01/21/2010 09:30:43,DTAA/ZKH0388,PC-1021,Disconnect,"User DTAA/ZKH0388 disconnect PC-1021 on January 21, 2010 at 09:30 AM. Session ID: {O0T9-V9GI06KK-1333LFHO}",normal,MEDIUM
{T3U0-E3RJ15FT-7002SBIM},01/21/2010 09:31:16,DTAA/ABB0272,PC-0726,Connect,"User DTAA/ABB0272 connect PC-0726 on January 21, 2010 at 09:31 AM. Session ID: {T3U0-E3RJ15FT-7002SBIM}",normal,LOW
{L6H3-W3NI41TD-6366YQFB},01/21/2010 09:35:18,DTAA/CAW0976,PC-4600,Connect,"User DTAA/CAW0976 connect PC-4600 on January 21, 2010 at 09:35 AM. Session ID: {L6H3-W3NI41TD-6366YQFB}",normal,LOW
{N1W9-A7MC27BW-2106ATHH},01/21/2010 09:39:42,DTAA/TAO0639,PC-2198,Connect,"User DTAA/TAO0639 connect PC-2198 on January 21, 2010 at 09:39 AM. Session ID: {N1W9-A7MC27BW-2106ATHH}",normal,LOW
{G8M7-Y9TK81US-6222RAZN},01/21/2010 09:39:42,DTAA/JZO0727,PC-2134,Connect,"User DTAA/JZO0727 connect PC-2134 on January 21, 2010 at 09:39 AM. Session ID: {G8M7-Y9TK81US-6222RAZN}",normal,LOW
{Q8T3-L7NY09XO-2505DSAT},01/21/2010 09:46:07,DTAA/JSB0493,PC-2493,Connect,"User DTAA/JSB0493 connect PC-2493 on January 21, 2010 at 09:46 AM. Session ID: {Q8T3-L7NY09XO-2505DSAT}",normal,LOW
{C7L2-I9BV80PR-3850LDMZ},01/21/2010 09:47:17,DTAA/LID0942,PC-3769,Connect,"User DTAA/LID0942 connect PC-3769 on January 21, 2010 at 09:47 AM. Session ID: {C7L2-I9BV80PR-3850LDMZ}",normal,LOW
{J7E8-A0IL59MH-4533AQCC},01/21/2010 09:48:05,DTAA/GVH0277,PC-3870,Connect,"User DTAA/GVH0277 connect PC-3870 on January 21, 2010 at 09:48 AM. Session ID: {J7E8-A0IL59MH-4533AQCC}",normal,LOW
{N7X8-U6CB33II-9345CCPE},01/21/2010 09:55:24,DTAA/ELA0741,PC-1751,Connect,"User DTAA/ELA0741 connect PC-1751 on January 21, 2010 at 09:55 AM. Session ID: {N7X8-U6CB33II-9345CCPE}",normal,LOW
{M4E4-P6TJ82LC-4619OOJK},01/21/2010 10:05:35,DTAA/WDW0485,PC-3096,Connect,"User DTAA/WDW0485 connect PC-3096 on January 21, 2010 at 10:05 AM. Session ID: {M4E4-P6TJ82LC-4619OOJK}",normal,LOW
{L6N5-S0AC24JG-4023ZVWZ},01/21/2010 10:05:49,DTAA/CAW0976,PC-4600,Disconnect,"User DTAA/CAW0976 disconnect PC-4600 on January 21, 2010 at 10:05 AM. Session ID: {L6N5-S0AC24JG-4023ZVWZ}",normal,MEDIUM
{M6T4-C0FZ58AT-0636JLXA},01/21/2010 10:17:26,DTAA/FDP0500,PC-4873,Connect,"User DTAA/FDP0500 connect PC-4873 on January 21, 2010 at 10:17 AM. Session ID: {M6T4-C0FZ58AT-0636JLXA}",normal,LOW
{D3F3-X3MJ18IV-0088YTHW},01/21/2010 10:18:19,DTAA/KLS0717,PC-3136,Connect,"User DTAA/KLS0717 connect PC-3136 on January 21, 2010 at 10:18 AM. Session ID: {D3F3-X3MJ18IV-0088YTHW}",normal,LOW
{Y3V0-M5DH98IL-3079ODWN},01/21/2010 10:19:08,DTAA/XKR0971,PC-1355,Connect,"User DTAA/XKR0971 connect PC-1355 on January 21, 2010 at 10:19 AM. Session ID: {Y3V0-M5DH98IL-3079ODWN}",normal,LOW
{N1Y3-P7ZC85FQ-7052ZDZE},01/21/2010 10:19:52,DTAA/YCB0005,PC-3392,Disconnect,"User DTAA/YCB0005 disconnect PC-3392 on January 21, 2010 at 10:19 AM. Session ID: {N1Y3-P7ZC85FQ-7052ZDZE}",normal,MEDIUM
{M8K2-C8MP57IC-6083HYRX},01/21/2010 10:21:41,DTAA/ARM0416,PC-1249,Disconnect,"User DTAA/ARM0416 disconnect PC-1249 on January 21, 2010 at 10:21 AM. Session ID: {M8K2-C8MP57IC-6083HYRX}",normal,MEDIUM
{J5S8-A3SB56LN-4629OCHL},01/21/2010 10:28:24,DTAA/ERP0254,PC-3959,Disconnect,"User DTAA/ERP0254 disconnect PC-3959 on January 21, 2010 at 10:28 AM. Session ID: {J5S8-A3SB56LN-4629OCHL}",normal,MEDIUM
{F4L3-D0HR25QY-3241GKAF},01/21/2010 10:30:33,DTAA/RBC0879,PC-1261,Disconnect,"User DTAA/RBC0879 disconnect PC-1261 on January 21, 2010 at 10:30 AM. Session ID: {F4L3-D0HR25QY-3241GKAF}",normal,MEDIUM
{U8V3-J1QF95EE-2456KTFZ},01/21/2010 10:34:38,DTAA/JMS0793,PC-3179,Connect,"User DTAA/JMS0793 connect PC-3179 on January 21, 2010 at 10:34 AM. Session ID: {U8V3-J1QF95EE-2456KTFZ}",normal,LOW
{G2B5-W6UP40LA-8547NMDQ},01/21/2010 10:48:16,DTAA/AFN0918,PC-3425,Connect,"User DTAA/AFN0918 connect PC-3425 on January 21, 2010 at 10:48 AM. Session ID: {G2B5-W6UP40LA-8547NMDQ}",normal,LOW
{Y4N9-P0YB76ND-2021OKGP},01/21/2010 10:53:31,DTAA/NDS0490,PC-2549,Connect,"User DTAA/NDS0490 connect PC-2549 on January 21, 2010 at 10:53 AM. Session ID: {Y4N9-P0YB76ND-2021OKGP}",normal,LOW
{R3V3-P8KA67XE-1355SZNY},01/21/2010 11:00:37,DTAA/DAV0579,PC-1701,Connect,"User DTAA/DAV0579 connect PC-1701 on January 21, 2010 at 11:00 AM. Session ID: {R3V3-P8KA67XE-1355SZNY}",normal,LOW
{F5J3-F3OT52OR-6052DRGD},01/21/2010 11:00:44,DTAA/TLB0017,PC-0053,Connect,"User DTAA/TLB0017 connect PC-0053 on January 21, 2010 at 11:00 AM. Session ID: {F5J3-F3OT52OR-6052DRGD}",normal,LOW
{A0R2-L7SQ33EG-3901JAOK},01/21/2010 11:02:29,DTAA/CCB0496,PC-0214,Connect,"User DTAA/CCB0496 connect PC-0214 on January 21, 2010 at 11:02 AM. Session ID: {A0R2-L7SQ33EG-3901JAOK}",normal,LOW
{B5J2-E8ZQ20WU-6482AYKU},01/21/2010 11:04:34,DTAA/SHR0025,PC-0288,Connect,"User DTAA/SHR0025 connect PC-0288 on January 21, 2010 at 11:04 AM. Session ID: {B5J2-E8ZQ20WU-6482AYKU}",normal,LOW
{T6R4-U2CA74MP-6568CWSK},01/21/2010 11:05:38,DTAA/AGW0182,PC-4531,Connect,"User DTAA/AGW0182 connect PC-4531 on January 21, 2010 at 11:05 AM. Session ID: {T6R4-U2CA74MP-6568CWSK}",normal,LOW
{Q5R5-O8DC30SA-2127VEET},01/21/2010 11:08:53,DTAA/QKR0651,PC-4881,Connect,"User DTAA/QKR0651 connect PC-4881 on January 21, 2010 at 11:08 AM. Session ID: {Q5R5-O8DC30SA-2127VEET}",normal,LOW
{H4E7-M7IH11FE-9782QOOS},01/21/2010 11:14:08,DTAA/CTH0856,PC-4677,Connect,"User DTAA/CTH0856 connect PC-4677 on January 21, 2010 at 11:14 AM. Session ID: {H4E7-M7IH11FE-9782QOOS}",normal,LOW
{G8L3-Q2PL37TB-9806XHKL},01/21/2010 11:14:32,DTAA/VMA0051,PC-1950,Disconnect,"User DTAA/VMA0051 disconnect PC-1950 on January 21, 2010 at 11:14 AM. Session ID: {G8L3-Q2PL37TB-9806XHKL}",normal,MEDIUM
{S7R8-F3YT26XZ-5770UAJN},01/21/2010 11:19:37,DTAA/AJA0220,PC-3872,Connect,"User DTAA/AJA0220 connect PC-3872 on January 21, 2010 at 11:19 AM. Session ID: {S7R8-F3YT26XZ-5770UAJN}",normal,LOW
{M7W9-N8EV22GH-2933ERFO},01/21/2010 11:20:17,DTAA/ELA0741,PC-1751,Disconnect,"User DTAA/ELA0741 disconnect PC-1751 on January 21, 2010 at 11:20 AM. Session ID: {M7W9-N8EV22GH-2933ERFO}",normal,MEDIUM
{K5T4-T6TE04FC-3015SNMY},01/21/2010 11:23:13,DTAA/RES0962,PC-3736,Connect,"User DTAA/RES0962 connect PC-3736 on January 21, 2010 at 11:23 AM. Session ID: {K5T4-T6TE04FC-3015SNMY}",normal,LOW
{L0P0-G0PB40GU-6207INFC},01/21/2010 11:25:11,DTAA/HBL0517,PC-1343,Connect,"User DTAA/HBL0517 connect PC-1343 on January 21, 2010 at 11:25 AM. Session ID: {L0P0-G0PB40GU-6207INFC}",normal,LOW
{T6Z5-S6EA39FY-5157ELPB},01/21/2010 11:30:52,DTAA/PUH0847,PC-2550,Connect,"User DTAA/PUH0847 connect PC-2550 on January 21, 2010 at 11:30 AM. Session ID: {T6Z5-S6EA39FY-5157ELPB}",normal,LOW
{Z3S5-H3FV93KR-6771TCTV},01/21/2010 11:38:59,DTAA/XKR0971,PC-1355,Disconnect,"User DTAA/XKR0971 disconnect PC-1355 on January 21, 2010 at 11:38 AM. Session ID: {Z3S5-H3FV93KR-6771TCTV}",normal,MEDIUM
{L6Y4-I1XO94HT-8236NQMO},01/21/2010 11:46:27,DTAA/SAH0192,PC-4079,Connect,"User DTAA/SAH0192 connect PC-4079 on January 21, 2010 at 11:46 AM. Session ID: {L6Y4-I1XO94HT-8236NQMO}",normal,LOW
{T6Y3-K0VB03YJ-0280TCHY},01/21/2010 11:49:53,DTAA/SAH0192,PC-4079,Disconnect,"User DTAA/SAH0192 disconnect PC-4079 on January 21, 2010 at 11:49 AM. Session ID: {T6Y3-K0VB03YJ-0280TCHY}",normal,MEDIUM
{S3E5-U6HR22LG-6107GTTT},01/21/2010 11:51:27,DTAA/OYR0801,PC-0088,Connect,"User DTAA/OYR0801 connect PC-0088 on January 21, 2010 at 11:51 AM. Session ID: {S3E5-U6HR22LG-6107GTTT}",normal,LOW
{P7O3-J1AO75PH-3085OBYG},01/21/2010 11:52:53,DTAA/PXB0069,PC-1972,Connect,"User DTAA/PXB0069 connect PC-1972 on January 21, 2010 at 11:52 AM. Session ID: {P7O3-J1AO75PH-3085OBYG}",normal,LOW
